No,userName,at,score,content,Sentimen
229,Yansen Octavianus Purba,12/14/2022,5,"Harusnya pada aplikasi ada fitur pinjaman KUR agar nasabah yg ingin memulai usaha, dapat bantuan modal dari bank mandiri.",negatif
230,Pahrudin Doang,12/14/2022,5,Menyimpan uang tanpa ribet,positif
234,yahya anggriyana,12/14/2022,3,Koq jadi ribet malah gabisa masuk alahasil harus kekantor cabang,negatif
235,M IRFAN,12/14/2022,4,"Slmt sore untuk Livin by mandiri, Saya mau tanya knpa aplikasi Livin mandiri saya tidak bisa masuk dan tidak bisa di sentuh,udh 2 kali saya hapus terus download kembali,, tolong bantuannya, terimakasih",negatif
236,Devi Parawansa,12/14/2022,5,Oke,positif
237,Ryan,12/14/2022,1,Susah sekali login akhir akhir ini...sangat menyebalkan!,negatif
238,Deri Rohman,12/14/2022,1,Sangat membantu untuk informasi,positif
239,dicky jr,12/14/2022,1,Merchant tidak lengkap,negatif
240,Inaya Soleha,12/14/2022,5,goog apss,positif
242,Toni swandy Sigiro,12/14/2022,5,Sngt membantu dlm situasi dan kondisi yg urgent sekalipun,positif
243,Rama Ardian,12/14/2022,1,Semakin lama semakin gak bermutu,negatif
244,Sodikin Wilgiha,12/14/2022,3,Gagal trs untuk poto selfi kenapa,negatif
245,Pur Purwanto (Purwanto),12/14/2022,5,Perlu ditingkatkan lagi,negatif
247,KHAERUR RAMLI,12/14/2022,1,Saya terpotong 15 rb/bln katanya 5rb,negatif
249,Dafir Chandra,12/14/2022,5,Is ok,positif
251,Chrisnia Martha,12/14/2022,5,Tinggal scan Wajah ajaa sulit.. Nya pakek hp lain ttp ajaa solusi nya Bos.??,negatif
252,Aditya Ardhani Kusumaputra,12/14/2022,1,"Setelah terakhir Update apk ini jadi semakin sulit sebab per 2 minggu sekali harus saya re-instal, kemudian disini juga ga ada menu deposito kayk apk living yg sblmnya,",negatif
253,aminas saadah10,12/14/2022,4,Cukup membantu,positif
254,ilham raharjo dwi cahyono,12/14/2022,1,sangat tidak memuaskan pelayanan mandiri,negatif
255,agung sunarya,12/14/2022,5,Gila parah banget ni Livin...ya kali saldo di potong biaya administrasi sampai 35.000 ribu dalam sehari....,negatif
256,Yusuf Rita,12/14/2022,1,Udah berapa kali download Livin masih susah buat perifikasi wajah harus gmna lagi udah berkali kali coba udah ngedownload mulu Masih aja gagal????????????,negatif
257,yuki na,12/14/2022,1,"Ke bank malah dibilang suruh perbaharui data, aduh aneh aneh aneh, padahal baru beberapa hari perbaharui data disuruh perbaharui lagi, kan ngentol",negatif
258,Jerry Langi,12/14/2022,1,"Makin lama makin sulit. Setelah di update Susah loginnya. Sudah berhari?ý tidak bisa login. Mending yg BIRU, mudah, simpel, tidak ribet penggunaannya. Dr masih biru sampai awal kuning saya kasih 5 ?, tp utk yg sekarang sangat parah. Tolong server di perhatikan kembali semua ulasan yg ada krn uda banyak yg mengeluh.",negatif
259,Anggreni Tarigan,12/14/2022,5,Livin terbaik,positif
260,Rida Super,12/14/2022,1,Potongan nya perbulan sekarang 10k ??ý,negatif
262,Risnia fera,12/15/2022,1,"Kalau review nya Uda jelek di benerin dong aplikasi, nya Uda gabisa internet banking di paksa mobile banking bukan nya makin bagus malah makin jelek",negatif
263,Wina Arno,12/15/2022,4,Lumayan,positif
264,BudiCh,12/15/2022,1,"Setelah install ulang apk, saya tidak bisa login, di pilihannya ketika buka apk hanya ada belum punya rekening atau sudah punya kartu kredit/debit. Lalu bagaimana cara saya login jika saya sudah punya rekening tapi belum punya kartu debit/kredit?? Mohon jawabannya",negatif
265,Ratumas Riski Desi Ariani (Kikii D.A),12/15/2022,5,Oke Mantap??????¯,positif
266,Meta Sirait,12/15/2022,1,Baru aja buat... ga bisa diakses... buruk banget...,negatif
268,Putra Bungsu,12/15/2022,2,Livin by mandiri ga jelas suka eror klo malam.tolong Perbaiki,negatif
269,Rival Putradiansya,12/15/2022,1,Mandiri gak bisa di buka lagi. Tolong adminnya jelaskan. Apakah ada aplikasi mandiri baru atau gimana ini. Tarik uang pake atm gak bisa lagi. Pake aplikasi livin Mandiri gak bisa login.,negatif
271,Sandy Domino Official,12/15/2022,4,Reward member get member tolong di naikin lagi soalnya ada saldo mengendap 10k,negatif
272,Rizki agus Pratomo,12/15/2022,5,Top,positif
273,Nugroho Febriansyah,12/15/2022,1,Masih saja sama setelah update tidak bisa dipakai setiap saat,negatif
274,Memet Bumiayu,12/15/2022,1,Aplikasi jelek sering gagal dan banyak off line ya jika mau mengisi dana,negatif
275,Dendra Ck Dendra,12/15/2022,5,Kata nya kartu atm nya di kirim nunggu 14 hari belum kunjung juga. Udah saya nabung belum datang juga.,negatif
276,Marcell oktavian,12/15/2022,1,Saya pernah isi pulsa 2 kali melalui apk ini tapi tak kunjung di proses dari pihak mandiri saya kecewa sekali,negatif
277,Winto Bajuell,12/15/2022,3,Sudah donlod ko gak bisa masuk lagi cara masuk livin bagemana,negatif
278,Kang Gobang,12/15/2022,5,lebih cepat lebih baik,positif
279,20_040_Gede Andyta,12/15/2022,1,"Fitur verifikasi wajahnya gak berguna mending di hilangin, saya jadi gak bisa daftar lagi, Padahal dulu udah bagus malah diribetin lagi. Mohon maaf tapi saya harus uninstal",negatif
280,Chali Sopa,12/15/2022,5,Aplikasinya semakin membantu,positif
281,ai riawati,12/15/2022,1,Livin mau daftar aja susah... Pindah ke brimo aja ah. Udah beberapa x di coba gagal terus...,negatif
282,diki supian dita,12/15/2022,4,Fitur nfc emoney tolong perbaiki karena kurang responsif...untuk fitur lainnya oke,negatif
283,Tettysuchy Adam,12/15/2022,1,"Beli pulsa 50 rbu karena gak masuk2 nyoba lagi yang 15 rbu, pulsa nya masuk kaga tapi saldo kepotong",negatif
284,Arik Widiyanto,12/15/2022,4,Semakin mudah dalam transaksi.,positif
285,hderaelme DANIEL,12/15/2022,3,agak susah daftar kalau yg debit silver pada hall saya sudah ada buku rekening dan ATM tapi tetap aja susah daftar bagaimana,negatif
286,Indang Mas Sugeng,12/15/2022,1,"Sudah daftar online, sampai hari ini belum juga dapat debitnya, padahal udah setoran awal",negatif
287,Erik Kantona,12/15/2022,1,Sering eror ygy,negatif
289,Muhammad Daffa Arigoh,12/15/2022,1,"mau transaksi aja error terus , sering banget kek gitu , beda bgt sama m banking lain yang cepet dan gak gangguan",negatif
290,nuel xbot,12/15/2022,5,"Tambah menu CETAK ke printer bloutooth, ...",negatif
291,Harisuddin Hamzah,12/15/2022,5,"Sip, mantap",positif
293,Made Ernie,12/15/2022,5,Memudahkan transaksi,positif
294,susanto anto,12/15/2022,5,Simple dan transakai mudah.,positif
295,Erik Ariyanto,12/15/2022,5,mantep membantu control,positif
296,suardana yasa,12/15/2022,1,"Kenapa selalu gagal terhubung saat verifikasi wajah ? Saya sampai habis ratusan ribu pulsa cuma gara"" gagal verifikasi wajah, katanya mempermudah malah dipersulit dan malah jadi rugi banyak pulsa",negatif
297,hasibuan_ palas,12/15/2022,4,"Cukup bagus hanya notifikasi gak ada saat terima atau kirim, yg lain lain lancar.",positif
298,Rizki Asrinurdin,12/15/2022,2,"Habis ganti hp, download lagi livin Isi data data sudah sesuai semua, verivikasi wajah juga sudah,kok tiba tiba stak di logo,nggak mau masuk masuk ke aplikasinya Padahal dari dulu pas ganti hp enak enak aja login nya,kok ini jadi kaya gini haduuh Tolong bantuannya gimana ini",negatif
299,Umairoh Usman,12/15/2022,1,Good.,positif
300,Anton Kalang,12/15/2022,1,Susah sekali di dwlod,negatif
301,Muhamad Muhidin,12/15/2022,3,"Aplikasi sekarang sering tidak bs di akses, hanya berkedip sekejap saja. Mohon perbaikannya dooong...",negatif
302,SUNAR ADI WIBOWO,12/15/2022,5,"makin komplit, tp sayang tabungan kapel udah gk ada.. sisa saldo min yg awalnya 10k jadi 100k.. knp gk dibikin 25k aja.. sbenarnya buat saya yg karyawan umk daerah selalu berada di saldo minimal.. kalo saldo min 100k rasanya gmna?ñ?¦ gitu..",negatif
303,Bapakke MaQis,12/15/2022,5,Alhamdulillah di J7PRO masih berjalan aman ???,positif
304,Hendra lubis,12/15/2022,5,Mantap kali bah,positif
306,Ahmad Saifudin,12/15/2022,1,"Bank tai,",negatif
307,Ahmadroni Yusupsaputra,12/15/2022,5,Sangat Oke dan membantu,positif
308,Atoni Giawa,12/15/2022,5,Good good good,positif
309,Salsa ayu Lestari,12/15/2022,1,"Livin kalo log in harus berbayar, ga kaya bri. Log in log out pun tidak berbayar",negatif
310,Muhammad Hendra,12/15/2022,5,"Min, minta diperbarui ya aplikasinya karena di hp sy livin' nya kl log out agak nge bug jd ga langsung tutup (android 13 ui 5.0)",negatif
311,Fauziyah Lilik,12/15/2022,1,Gimna...ktp saya udah verivikasi kk ktanya blm ae...gk dpt minyak ydahh,negatif
312,naim sulis,12/15/2022,5,Alhamdulillah selama saya pakai lancar ngk ada kendala cm kdg lemot sedikit mgkin karena sinyal kurang kuat ........,positif
314,Petrus Devi,12/15/2022,2,Untuk verikasi buka rek terlalu lama dan lambat sistem nya. Beruang ulang . Lemot,negatif
315,Febryanti Amalia,12/15/2022,1,"Knpa hbis d update gk bisa ke buka livin saya,kata nya d suruh masuk pengaturan otomatiskan tgl dan waktu,sdh smua tp ttp aja kembali?? lg ke situ,makin gk jelas,tau gtu gk saya update td,cba yg bnr aja lah ngasih apk,bukannya mempermudah,malah makin mempersulit,",negatif
316,Zuliono Ragil,12/15/2022,2,Susah masuk,negatif
317,Didi Cahyadi,12/15/2022,5,"Kenapa aplikasi tidak bisa dibuka?, sedangkan jaringan tidak ada masalah..terimakasih",negatif
318,Michelle green,12/15/2022,2,"Saya baru saja upgrade versi Livin,tapi kog malah ga bisa di buka,minta stel jam trus?ýan,makin jelek aplikasinya makin di upgrade????",negatif
319,Muh D'Fajar,12/15/2022,1,"Livin mandiri habis update kok ga bisa masuk, minta pengaturan jam otomatis mulu, padahal sdh otomatis dari awal beli hp",negatif
320,Andin Ludin31,12/15/2022,1,"Baru aja updtae app livin minta setting tanggal dan waktu otomatis pdhl udh ke setting otomatis emang hp ku,kenapa dehhh livin mkin ksni makin sulit aja di akses,lebih baik ngak usah update aja,bikin kecewa",negatif
321,Muhammad Irwan,12/15/2022,1,Kenapa setelah di perbaharui livin tambah susah loging nya ..bahkan gak bisa sm sekali.. Padahl ini penting rs pengin pindah cr aplikasi lain lg,negatif
323,Gustaf Sonny meo,12/15/2022,5,Aplikasi sangat membantu,positif
324,Ahlun Nazar,12/15/2022,5,"Mantap, setetelah update saldo saya bertambah. Terima kasih.",positif
325,Petrus Bauntal,12/15/2022,1,Setelah di-update minta ke pengaturan jam ..sdh sesuai petunjuk ttp tidak bisa..Aplikasi kelas kampung,negatif
326,fiqar 11,12/15/2022,2,Update terbaru harus pake waktu indonesia barat baru bisa di gunakan,negatif
327,SUDARMIN SPV AREA JEPOT BTG,12/15/2022,3,Kenapa iyah ? aplikasinya tdk bisa di akses keterangan waktu wajib disteing ke otomatis. Namun sy cek di seting. Pengaturan Waktunya sdh tersetting otomatis....,negatif
328,Saifuddin Haris,12/15/2022,1,mengapa aku deposite g masuk2 ke rekening y? udah 1X24 jam blm masuk rekening juga ????,negatif
329,Wahyuddin Wahyu,12/15/2022,1,Saya gak bisa buka bangking.. Minta rubah waktu ke otomatis sdh di rubah masih sja nda bisa setelah pembaruan,negatif
330,Adam susanto,12/15/2022,1,"Aplikasi busuk,gk kek bca satsetsatset",negatif
331,fuen enky,12/15/2022,1,Setelah update tambah2 urusan,negatif
332,Ary Purba,12/15/2022,1,"Abis update barusan mau buka aplikasi nya ga bisa, disuruh gunakan pengaturan tanggal dan waktu otomatis, padahal pengaturan tanggal dan waktu saya sudah di setel otomatis dari dulu ???? Gmn solusi nya ini?",negatif
333,Fsn' Family,12/15/2022,2,"Begitu diupgrade, malah susah bukanya",negatif
334,Ap Chanel,12/15/2022,5,Sudah seminggu aplikasi ini tidak bisa saya gunakan,negatif
335,Nur syaiful Cholis,12/15/2022,5,Ok banget.!!!!,positif
336,Agus Fauzi,12/15/2022,1,"Bisa buat aplikasi gak kalian,,update kyk t4i b4bi ???ª???­????????",negatif
337,I Gusti Agung Ketut Dharma Subyaktha,12/15/2022,1,"Ini hp saya yg brengsek atau gimna ya? Tiap kali hbs buka aplikasi ini karna pihak mandiri mewajibkan pke aplikasi ini untuk mbangkingmya hp saya selalu error. Pdhl klo gk buka ini aplikasi hp saya aman2 aja lancar gk macet2. Tolong saya butuh penjelasan, dan bukan jawaban nanti akan jadi bahan perbaikan",negatif
338,mrd tutorial,12/15/2022,3,"Setelah update kok gak bisa d buka, selalu bilang setting jam otomatis, padahal udah otomatis",negatif
340,Sutrisno Inno,12/15/2022,1,"Habis diupdate malah minta pengaturan wktu otomatis, sudah di otomatis masih bermasalah",negatif
342,Sodara Sop,12/15/2022,1,"Baru saja diupdate langsung ERROR, muncul pengaturan otomatis handphone pdhal sdh disetting otomatis. Intinya TDK BISA LOGIN, tolong segera diperbaiki aplikasinya",negatif
343,Satya Wijaya,12/15/2022,2,"Tolong diperbaiki pada saat masuk muncul cek pengaturan jam dan waktu otomatis, padahal sudah otomatis dipengaturan dan sebelum update aman aman saja",negatif
344,sendy bandung pati,12/15/2022,1,Ngabisin pulsa doang..tp GK bisa update,negatif
345,Zul Zul,12/15/2022,1,Tambah ribet Livin yg sekarang semakin di perbarui aplikasinya semakin menyusahkan nasabahnya bolak balik masuk nggak bisa pendeteksi wajah sampek 3hari tetep nggk bisa,negatif
346,Albert Albert,12/15/2022,1,Kenapa livin sekarang makin susah di akses Mau kirim uang pun makin susah Tolong di perbaiki...,negatif
349,Candra Adit,12/15/2022,1,Mboh,negatif
350,Dirwansyah Tri sumaryo,12/15/2022,1,PERMISI BUK/PAK....KOK SALDO SAYA BELUM MASUK YA KE DANA ... PADAHAL UDAH BERHASIL DARI MANDIRI NYA...TOLONG DI TINDAK LANJUTI DONG DARI PIHAK MANDIRI NYA ???,negatif
351,Jani Ekayanti,12/15/2022,2,Aplikasinya aneh kalo login buka tutup terus biasa 20x klik untung kalo bisa login ????????????????,negatif
352,Just Rinky,12/16/2022,2,Gka bisa di buka kenapa ini woy?,negatif
353,Ika Sartikawati,12/16/2022,1,"Bintang satu, pada saat transfer langsung nge hang. Bank sebesar ini pengelolaan nya kurang pro, apalagi masalah ini udh lebih dari satu bulan muncul tapi mandiri gak memperbaiki. Siap-siap aja nasabahnya ngilang kalo nunggu sampai berlarut-larut",negatif
354,Apri Yadi,12/16/2022,1,Setelah di updet bukan tambah bener malah ga bisa di gunain ada apa dengan mandiri,negatif
356,Putrii Yantii,12/16/2022,2,"Aneh masa data tidak sesuai mulu ,terus kalo kita salah password 3 kali dari ulang lg beda sama b*a aduhh tolong donk banyak keanehan ni",negatif
357,Arawijaya,12/16/2022,1,Banyak trouble,negatif
358,afkar haikal,12/16/2022,1,Saya daftar livin nabung mh bisa giliran mau tf ga bisa katanya harus masupin nmr npwp giliran gua masupin nmr npwpnya eh malah ga bisa d masupin juga nmr npwpnya gimana ni bosku rugi gua ga bisa tf ga bisa ambil uang,negatif
359,Arasukara,12/16/2022,1,Saya daftar livin nabung mh bisa giliran mau tf ga bisa katanya harus masukin NPWP giliran d masukin NPWP nya gabisa masup nmr NPWP nya aneh rugi saya bos gimana ini mohon d bantu bosku biar saya bisa tf uang saya yg d livin,negatif
360,Jack The Ripper,12/16/2022,1,Error terus nih apk babi,negatif
361,Nopi Sulaeman,12/16/2022,1,"Kebanyakan gangguan pusing kalo LG di butuhin apalagi kalo Malam haduhh, ga ke si biru satunya normal 24 jam",negatif
362,VHS Lampung,12/16/2022,1,Gak layak ni mbaking sering nganguan kalau jam 12 malam ke atas,negatif
363,Alxis,12/16/2022,1,Parah gak bisa di buka untung masih ada bca digital ????kapok saya pake mandiri,negatif
364,Bang Dicky,12/16/2022,1,SERING ERROR BANGSATTTTTTTTTTTTTTTT,negatif
365,Jamillullah _,12/16/2022,1,"Biaya admin makin tahun makin tinggi harga nya, sama aja penipuan kenasabah berkedok simpanan",negatif
366,MUHAMAD ALFAJRI (yhi),12/16/2022,2,"Dear Admin Livin, Tolong di jaga institute staff nya untuk menjaga/ jangan meng expose transaksi nasabah. Karna ini tidak nyaman. Akses mutasi tabungan/ melihat transaksi seseorang itu hanya pemilik (Nasabah). Jangan ada pihak ketiga/kedua (staff bank sekalipun) bisa tau itu.",negatif
367,Misdi. Cab52,12/16/2022,1,gila gw cuma salah masukin sandi 2x langsung ke blokir udh masukin no rek sama tgl tahun msih aja gk bisa,negatif
368,Eng Romas,12/16/2022,2,Sedikit heran klu malam susah terhubung masa hampir setiap hari gini....transaksi jd terganggu,negatif
370,Mia Syari,12/16/2022,1,"Tolong diperbaiki aplikasi nya, lebih mudah penggunaan livin yg biru daripada yg kuning ini sering banget gangguan",negatif
371,Sulistiyanto Anto,12/16/2022,1,Sangat mengecewakan sekali,negatif
372,Dani A,12/16/2022,4,"pembayaran qr suka ngelag, tolong perbaiki bugnya dong dev.. terima kasih ?????¯",negatif
373,WIASTU STORE,12/16/2022,5,Memudah transaksi....sangat membantu,positif
374,cicilia triani,12/16/2022,1,"Ketiga hp sioamiku tdk dpat membuka apk ini,pdhal sudah androit 9 ,sgt menjengkelkan sekali !!!!!!",negatif
376,harianto grenda,12/16/2022,5,"Terimakasi livin sangat membantu sekali,...",positif
377,Nia Ramadani,12/16/2022,5,Aflikasi sangat bgus,positif
378,zani z,12/16/2022,1,nyusahin aja tiap mau pindah device harus foto muka mulu . mana kamera nya rusak jadi ga bisa log in,negatif
380,Andro ??J'RAION? Grafer,12/16/2022,1,GK bisa transfer ke bank lain..payah,negatif
381,amor fals,12/16/2022,2,Lupa pasworr,negatif
382,Deby Saputra,12/16/2022,5,Keren,positif
383,Edward Riusmanzai,12/16/2022,1,Apk gak jelas di pakai bbrpa minggu aja sudah error2 stiap di buka balek sendiri????????????????????????????????,negatif
384,Purnomo mo,12/16/2022,1,"Instal aplikasi dan buka tabungan online tanggal 29 November 2022 dijanjikan dapat ikupon Indomaret, sampai tgl 16 Desember gak dikirim juga ikuponnya ke nomor WA",negatif
385,Wahyu Said Kelana (Wahyu),12/16/2022,5,Manteb lah...semua teratasi.!! Hebat.,positif
386,Eko Purnomo,12/16/2022,2,"Aplikasi sering error ,bisa dibuka tar mau buka selang berapa jam mau transfer atau cek saldo malah nge blank...gimana si!!",negatif
387,Rian Rianto,12/16/2022,3,"Ga bisa masuk ,keluar sendiri trus",negatif
389,setiawan yugyeom,12/16/2022,5,Tolong kasih tarik tunai nominal 50.000 biar enak kaya bank sebelah,negatif
390,Dian Okta Ardianto,12/16/2022,1,Livin by mandiri ga bisa login,negatif
391,Adnan baso Kaharuddin,12/16/2022,5,Bagus banget,positif
392,febrie casper,12/16/2022,5,makin mempermudah dlm melakukan transaksi pembayarn. tmpilan yg keren..,positif
394,Jamal Pratama,12/16/2022,5,Menggunakan app livin by mandiri jadi semua akses lebih mudah dan ngga ribet lagi,positif
395,Titiek eko,12/16/2022,3,"Sya dpt transfer an dr tgl 30 nov -16 des ,,saldonya ga nambah malah nol ,dimutasi tertera rincian tf nya brp aja pdhl , bisa2 nya saldo tetep nol trs,,bisa rugi klo bgni caranya",negatif
396,RONAL ??Rover? Rover,12/16/2022,5,sangat baik dan membantu sekali,positif
397,Iryani Mu'arifah,12/16/2022,5,Sangat suka apk nya membantu,positif
398,arif ngoprex,12/16/2022,5,"Setelah reset hp tidak bisa masuk,harus verifikasi tambahan ke cabang terdekat, sudah 2 x ke kantor cabang tetep saja ,belum ada solusi dari pihak bank,,,ganti hp tidak bisa juga, nakumahaaaaaaaa ieu",negatif
400,Ryo Putra,12/16/2022,5,Terbaik..,positif
