userName,at,score,Sentimen,content
Nayna Sunda,12/14/2022 14:14,1,negatif,"Ini pelayanannya sangat buruk. Saya sangat kecewa dengan pelayanan mandiri KC RANTAUPRAPAT. Saya dibiarkan selama 1 jam diruang tunggu untuk mengatasi permasalahan saya tentang livin, tanpa ada yg menanyakan keperluan saya. Semua karyawan mondar mandir melewati saya dan tidak menghiraukan saya. Saya terima jika antrian banyak saya menunggu, ini sudah tidak ada lagi nasabah namun saya dibiarkan menunggu. Sungguh sangat disayangkan."
Trissno 12,12/14/2022 14:19,1,negatif,Livin ini sekarang apa apanya susah amat sih payah banget
Saepul rizal Rizal,12/14/2022 15:35,1,negatif,Malah g bisa D buka
Via Selviana 28,12/14/2022 15:36,1,negatif,Error Mulu aplikasi sampah
fandy addrian1,12/14/2022 16:04,2,negatif,"Knapa livin saya tidak bisa menampilkan tabungan ? Sudah di coba berkali"" tetap tidak bisa muncul dan karna itu saya tidak bisa melakukan transaksi"
M- Nursalim,12/14/2022 16:06,5,positif,mantap
Haikal Khairul W.,12/14/2022 16:08,1,negatif,Apk semakin update semakin buruk
domin Oni,12/14/2022 16:13,1,negatif,"Baru saja daftar sudah gak bisa login, mana fisik nya belum ada"
suprianto paintba,12/14/2022 16:54,5,positif,Sangat membantu sukses selalu
Anton Susilo,12/14/2022 17:10,1,negatif,"Saya bekerja di vital sector diluar negeri sehingga smartphone yang digunakan harus tanpa kamera. Pada saat instal baru LIVIN, dia mengharuskan scan wajah dan smartphone saya gak bisa melakukannya. Kenapa gak menggunakan cara yang dulu aja yang authentication lewat sms 3355. Lewat web pun tetep diarahkan lewat aplikasi livin"
Agung Darojat,12/14/2022 17:10,1,negatif,buruk
Bayu Sanjaya,12/14/2022 18:15,3,negatif,Perluas jangkauan untuk bayar tagihan PDAM kutai kartanegara Kalimantan timur tidak ada
Winarko Qiwier,12/14/2022 18:34,1,negatif,G bs login
Nosvgar,12/14/2022 18:51,3,negatif,Sering error hemm
Firdayanti Puspitasari,12/14/2022 18:53,1,negatif,knp makin lama makin susah di akses
Fajar Iriawan,12/14/2022 18:56,4,negatif,Livin kadang error Menyebalkan
Arif Saoutr,12/14/2022 19:05,2,negatif,"Kenapa saya GK bisa login, Padahal Password/Data saya benar."
Dian Fvck,12/14/2022 19:09,1,negatif,Gk di atm gk di livin nya sering gangguan!!! Hadeww
Issal Pangestu,12/14/2022 19:29,1,negatif,"Knp g bs buat pin Berkali"" instal & uninstal ttp g bs"
Lorianda Alfony,12/14/2022 19:43,5,positif,Terimakasih atas penyelesaian yg sangat cepat atas krndala yg saya alami
amgslasher,12/14/2022 20:02,1,negatif,"Seperti versi sebelumnya, selalu keluar sendiri belum 1 detik, ini pihak MANDIRInya pada kemana kok pada diem"
Maulana Fajri,12/14/2022 20:48,3,negatif,"Ini ga bisa top up dana apa lagi gangguan,kami kasih bintang 3 dulu kalau responyan bagus di tambah lagi"
edy suherlan,12/14/2022 21:58,1,negatif,"Susah masuk aplikasinya, keluar sendiri..."
Ardiyan Alfian,12/14/2022 22:06,1,negatif,Semakin ndak sip
M Syahrul Fajar S,12/14/2022 22:18,1,negatif,"min ini HP saya yang aneh atau kenapa ya, HP saya RAm nya besar bgt loh. versi androidnya juga udh 12 . pling baru . tapi pas saya instal ini . ga bisa2 .. HP saya hang mulu, awapnya saya kira HPbsaya rusak. tapi ternyata gara2 instal aplikasi livin ini ... sedihhh"
Rully Mulia,12/14/2022 23:00,5,negatif,"Mengapa livin tidak bisa langsung update emoney setelah topup harus tutup lewat tak tombol kanan bawah hp terus buka lagi halaman topup emoney, ini terjadi pada kartu saya atau yg lain juga, mohon update aplikasi terima kasih."
how are you,12/14/2022 23:08,1,negatif,"saya top up pulsa , tapi transaksi tidak dapat di proses . sedangkan dana nya di potong dan tidak di kembalikan"
Yusril Taneo,12/14/2022 23:09,5,positif,Mantap
Ajat Aunansar,12/14/2022 23:40,2,negatif,"Skrng susah. Selfi nya ok. Tp blm terhubung trus, sya coba berkali kli ttp z blm trhubung trus.. smpe pulsa gw abis. Kecewa lah"
Just Rinky,12/15/2022 1:49,2,negatif,Gka bisa di buka kenapa ini woy?
Jani Ekayanti,12/15/2022 2:35,2,negatif,Aplikasinya aneh kalo login buka tutup terus biasa 20x klik untung kalo bisa login ????????????????
Dirwansyah Tri sumaryo,12/15/2022 2:52,1,negatif,PERMISI BUK/PAK....KOK SALDO SAYA BELUM MASUK YA KE DANA ... PADAHAL UDAH BERHASIL DARI MANDIRI NYA...TOLONG DI TINDAK LANJUTI DONG DARI PIHAK MANDIRI NYA ???è
Candra Adit,12/15/2022 3:27,1,negatif,Mboh
Melky Adrian,12/15/2022 3:52,5,positif,Mantap
Albert Albert,12/15/2022 3:59,1,negatif,Kenapa livin sekarang makin susah di akses Mau kirim uang pun makin susah Tolong di perbaiki...
Zul Zul,12/15/2022 4:28,1,negatif,Tambah ribet Livin yg sekarang semakin di perbarui aplikasinya semakin menyusahkan nasabahnya bolak balik masuk nggak bisa pendeteksi wajah sampek 3hari tetep nggk bisa
sendy bandung pati,12/15/2022 4:31,1,negatif,Ngabisin pulsa doang..tp GK bisa update
Satya Wijaya,12/15/2022 4:32,2,negatif,"Tolong diperbaiki pada saat masuk muncul cek pengaturan jam dan waktu otomatis, padahal sudah otomatis dipengaturan dan sebelum update aman aman saja"
Sodara Sop,12/15/2022 4:34,1,negatif,"Baru saja diupdate langsung ERROR, muncul pengaturan otomatis handphone pdhal sdh disetting otomatis. Intinya TDK BISA LOGIN, tolong segera diperbaiki aplikasinya"
isnar mey,12/15/2022 4:36,5,positif,Ok
Sutrisno Inno,12/15/2022 4:39,1,negatif,"Habis diupdate malah minta pengaturan wktu otomatis, sudah di otomatis masih bermasalah"
Cepi Bohell744,12/15/2022 4:43,5,positif,Sangat membantu
mrd tutorial,12/15/2022 4:44,3,negatif,"Setelah update kok gak bisa d buka, selalu bilang setting jam otomatis, padahal udah otomatis"
I Gusti Agung Ketut Dharma Subyaktha,12/15/2022 4:53,1,negatif,"Ini hp saya yg brengsek atau gimna ya? Tiap kali hbs buka aplikasi ini karna pihak mandiri mewajibkan pke aplikasi ini untuk mbangkingmya hp saya selalu error. Pdhl klo gk buka ini aplikasi hp saya aman2 aja lancar gk macet2. Tolong saya butuh penjelasan, dan bukan jawaban nanti akan jadi bahan perbaikan"
Agus Fauzi,12/15/2022 4:58,1,negatif,"Bisa buat aplikasi gak kalian,,update kyk t4i b4bi ???¶????????????"
Nur syaiful Cholis,12/15/2022 5:00,5,positif,Ok banget.!!!!
Ap Chanel,12/15/2022 5:08,5,negatif,Sudah seminggu aplikasi ini tidak bisa saya gunakan
Fsn' Family,12/15/2022 5:09,2,negatif,"Begitu diupgrade, malah susah bukanya"
Ary Purba,12/15/2022 5:09,1,negatif,"Abis update barusan mau buka aplikasi nya ga bisa, disuruh gunakan pengaturan tanggal dan waktu otomatis, padahal pengaturan tanggal dan waktu saya sudah di setel otomatis dari dulu ???? Gmn solusi nya ini?"
fuen enky,12/15/2022 5:26,1,negatif,Setelah update tambah2 urusan
Adam susanto,12/15/2022 5:26,1,negatif,"Aplikasi busuk,gk kek bca satsetsatset"
Wahyuddin Wahyu,12/15/2022 5:36,1,negatif,Saya gak bisa buka bangking.. Minta rubah waktu ke otomatis sdh di rubah masih sja nda bisa setelah pembaruan
Saifuddin Haris,12/15/2022 5:37,1,negatif,mengapa aku deposite g masuk2 ke rekening y? udah 1X24 jam blm masuk rekening juga ????
SUDARMIN SPV AREA JEPOT BTG,12/15/2022 5:38,3,negatif,Kenapa iyah ? aplikasinya tdk bisa di akses keterangan waktu wajib disteing ke otomatis. Namun sy cek di seting. Pengaturan Waktunya sdh tersetting otomatis....
fiqar 11,12/15/2022 5:40,2,negatif,Update terbaru harus pake waktu indonesia barat baru bisa di gunakan
Petrus Bauntal,12/15/2022 5:41,1,negatif,Setelah di-update minta ke pengaturan jam ..sdh sesuai petunjuk ttp tidak bisa..Aplikasi kelas kampung
Ahlun Nazar,12/15/2022 5:46,5,positif,"Mantap, setetelah update saldo saya bertambah. Terima kasih."
Gustaf Sonny meo,12/15/2022 6:02,5,positif,Aplikasi sangat membantu
Muhammad Irwan,12/15/2022 6:03,1,negatif,Kenapa setelah di perbaharui livin tambah susah loging nya ..bahkan gak bisa sm sekali.. Padahl ini penting rs pengin pindah cr aplikasi lain lg
Andin Ludin31,12/15/2022 6:04,1,negatif,"Baru aja updtae app livin minta setting tanggal dan waktu otomatis pdhl udh ke setting otomatis emang hp ku,kenapa dehhh livin mkin ksni makin sulit aja di akses,lebih baik ngak usah update aja,bikin kecewa"
Muh D'Fajar,12/15/2022 6:08,1,negatif,"Livin mandiri habis update kok ga bisa masuk, minta pengaturan jam otomatis mulu, padahal sdh otomatis dari awal beli hp"
Michelle green,12/15/2022 6:09,2,negatif,"Saya baru saja upgrade versi Livin,tapi kog malah ga bisa di buka,minta stel jam trus??an,makin jelek aplikasinya makin di upgrade????"
Didi Cahyadi,12/15/2022 6:14,5,negatif,"Kenapa aplikasi tidak bisa dibuka?, sedangkan jaringan tidak ada masalah..terimakasih"
Zuliono Ragil,12/15/2022 6:16,2,negatif,Susah masuk
Febryanti Amalia,12/15/2022 6:27,1,negatif,"Knpa hbis d update gk bisa ke buka livin saya,kata nya d suruh masuk pengaturan otomatiskan tgl dan waktu,sdh smua tp ttp aja kembali?? lg ke situ,makin gk jelas,tau gtu gk saya update td,cba yg bnr aja lah ngasih apk,bukannya mempermudah,malah makin mempersulit,"
Petrus Devi,12/15/2022 6:30,2,negatif,Untuk verikasi buka rek terlalu lama dan lambat sistem nya. Beruang ulang . Lemot
Titid Wendri,12/15/2022 7:04,5,positif,Good
Fauziyah Lilik,12/15/2022 7:41,1,negatif,Gimna...ktp saya udah verivikasi kk ktanya blm ae...gk dpt minyak ydahh
Muhammad Hendra,12/15/2022 7:46,5,negatif,"Min, minta diperbarui ya aplikasinya karena di hp sy livin' nya kl log out agak nge bug jd ga langsung tutup (android 13 ui 5.0)"
Salsa ayu Lestari,12/15/2022 7:51,1,negatif,"Livin kalo log in harus berbayar, ga kaya bri. Log in log out pun tidak berbayar"
Atoni Giawa,12/15/2022 8:13,5,positif,Good good good
Ahmadroni Yusupsaputra,12/15/2022 8:18,5,positif,Sangat Oke dan membantu
Ahmad Saifudin,12/15/2022 9:30,1,negatif,"Bank tai,"
Hendra lubis,12/15/2022 9:34,5,positif,Mantap kali bah
Bapakke MaQis,12/15/2022 10:05,5,positif,Alhamdulillah di J7PRO masih berjalan aman ???ç
Muhamad Muhidin,12/15/2022 10:27,3,negatif,"Aplikasi sekarang sering tidak bs di akses, hanya berkedip sekejap saja. Mohon perbaikannya dooong..."
Anton Kalang,12/15/2022 10:42,1,negatif,Susah sekali di dwlod
Umairoh Usman,12/15/2022 10:51,1,positif,Good.
Rizki Asrinurdin,12/15/2022 11:38,2,negatif,"Habis ganti hp, download lagi livin Isi data data sudah sesuai semua, verivikasi wajah juga sudah,kok tiba tiba stak di logo,nggak mau masuk masuk ke aplikasinya Padahal dari dulu pas ganti hp enak enak aja login nya,kok ini jadi kaya gini haduuh Tolong bantuannya gimana ini"
suardana yasa,12/15/2022 11:45,1,negatif,"Kenapa selalu gagal terhubung saat verifikasi wajah ? Saya sampai habis ratusan ribu pulsa cuma gara"" gagal verifikasi wajah, katanya mempermudah malah dipersulit dan malah jadi rugi banyak pulsa"
Erik Ariyanto,12/15/2022 12:13,5,positif,mantep membantu control
susanto anto,12/15/2022 12:23,5,positif,Simple dan transakai mudah.
Made Ernie,12/15/2022 12:28,5,positif,Memudahkan transaksi
Harisuddin Hamzah,12/15/2022 12:45,5,positif,"Sip, mantap"
nuel xbot,12/15/2022 12:54,5,negatif,"Tambah menu CETAK ke printer bloutooth, ..."
Muhammad Daffa Arigoh,12/15/2022 13:17,1,negatif,"mau transaksi aja error terus , sering banget kek gitu , beda bgt sama m banking lain yang cepet dan gak gangguan"
maulana yahya,12/15/2022 13:48,5,positif,Mantap
Erik Kantona,12/15/2022 13:51,1,negatif,Sering eror ygy
Indang Mas Sugeng,12/15/2022 13:51,1,negatif,"Sudah daftar online, sampai hari ini belum juga dapat debitnya, padahal udah setoran awal"
hderaelme DANIEL,12/15/2022 13:52,3,negatif,agak susah daftar kalau yg debit silver pada hall saya sudah ada buku rekening dan ATM tapi tetap aja susah daftar bagaimana
Arik Widiyanto,12/15/2022 13:59,4,positif,Semakin mudah dalam transaksi.
Tettysuchy Adam,12/15/2022 14:07,1,negatif,"Beli pulsa 50 rbu karena gak masuk2 nyoba lagi yang 15 rbu, pulsa nya masuk kaga tapi saldo kepotong"
diki supian dita,12/15/2022 14:13,4,negatif,Fitur nfc emoney tolong perbaiki karena kurang responsif...untuk fitur lainnya oke
ai riawati,12/15/2022 14:27,1,negatif,Livin mau daftar aja susah... Pindah ke brimo aja ah. Udah beberapa x di coba gagal terus...
Chali Sopa,12/15/2022 14:44,5,positif,Aplikasinya semakin membantu
20_040_Gede Andyta,12/15/2022 14:44,1,negatif,"Fitur verifikasi wajahnya gak berguna mending di hilangin, saya jadi gak bisa daftar lagi, Padahal dulu udah bagus malah diribetin lagi. Mohon maaf tapi saya harus uninstal"
Kang Gobang,12/15/2022 14:48,5,positif,lebih cepat lebih baik
Winto Bajuell,12/15/2022 14:52,3,negatif,Sudah donlod ko gak bisa masuk lagi cara masuk livin bagemana
Marcell oktavian,12/15/2022 15:18,1,negatif,Saya pernah isi pulsa 2 kali melalui apk ini tapi tak kunjung di proses dari pihak mandiri saya kecewa sekali
Dendra Ck Dendra,12/15/2022 15:58,5,negatif,Kata nya kartu atm nya di kirim nunggu 14 hari belum kunjung juga. Udah saya nabung belum datang juga.
Memet Bumiayu,12/15/2022 17:36,1,negatif,Aplikasi jelek sering gagal dan banyak off line ya jika mau mengisi dana
Nugroho Febriansyah,12/15/2022 17:38,1,negatif,Masih saja sama setelah update tidak bisa dipakai setiap saat
Rizki agus Pratomo,12/15/2022 17:43,5,positif,Top
Sandy Domino Official,12/15/2022 18:09,4,negatif,Reward member get member tolong di naikin lagi soalnya ada saldo mengendap 10k
TAB Official,12/15/2022 18:50,5,positif,Ok
Rival Putradiansya,12/15/2022 18:57,1,negatif,Mandiri gak bisa di buka lagi. Tolong adminnya jelaskan. Apakah ada aplikasi mandiri baru atau gimana ini. Tarik uang pake atm gak bisa lagi. Pake aplikasi livin Mandiri gak bisa login.
Putra Bungsu,12/15/2022 19:14,2,negatif,Livin by mandiri ga jelas suka eror klo malam.tolong Perbaiki
Ratumas Riski Desi Ariani (Kikii D.A),12/15/2022 19:22,5,positif,Oke Mantap??????è?
BudiCh,12/15/2022 19:34,1,negatif,"Setelah install ulang apk, saya tidak bisa login, di pilihannya ketika buka apk hanya ada belum punya rekening atau sudah punya kartu kredit/debit. Lalu bagaimana cara saya login jika saya sudah punya rekening tapi belum punya kartu debit/kredit?? Mohon jawabannya"
Wina Arno,12/15/2022 19:41,4,positif,Lumayan
Risnia fera,12/15/2022 20:03,1,negatif,"Kalau review nya Uda jelek di benerin dong aplikasi, nya Uda gabisa internet banking di paksa mobile banking bukan nya makin bagus malah makin jelek"
Raudiyas Leo1988,12/15/2022 20:26,5,positif,Mantap
Rida Super,12/15/2022 20:27,1,negatif,Potongan nya perbulan sekarang 10k ??ù?
Cads Salon mobil,12/16/2022 2:19,1,negatif,KTP nya gak ke baca
Nadya Ta,12/16/2022 3:10,1,negatif,"Mohon dipermudah untuk ganti pasword, setelah verivikasi wajah kembali lagi ke awal, percobaan beberapa kali endingnya suruh ke cabang terdekat untuk verifikasi lgi, mohon diperbaiki lgi, jdi malas pake"
Muhammad Habiburrohman Mukhlish Ali,12/16/2022 3:23,1,negatif,Terus aja minta buat password baru. Udah 5-10 password gatembus tembus. Haduh
Farhan Tipi,12/16/2022 3:34,1,negatif,Saya mau log in lagi setelah HP sy yg kemarin hilang kok susah banget ya waktu verifikasi wajah nya gagal terus.. Payah
Mhad aidil Aidil,12/16/2022 3:38,5,positif,Mantap
khoirul mahfudin,12/16/2022 3:51,5,positif,Teknologi masa depan
Nur Efendi,12/16/2022 3:59,3,negatif,Bingung mau login kembali ke aplikasi jika cache & data di aplikasi terhapus..
Aura Multi,12/16/2022 4:15,1,negatif,Sya buka rekening sebulan ga di antar buku tabungan
Khairul Tamimi,12/16/2022 5:30,1,negatif,"Tahap registrasi mudah, tapi setelah foto Selfi lalu aplikasi stuck di home screen, gak mau gerak Sudah unistal, install lagi, Restart Hp, sampe ke Bank Mandiri buat minta benerin Customer servis y, gak bisa juga... Hadeh, kenapa nih Livin By Mandir? Sudah lapor ke pihak IT juga, masih sama aja ????"
ahmad amun,12/16/2022 5:51,5,positif,Gooooodddddd......
Riki Rahman,12/16/2022 5:58,4,positif,Semoga tambah sukses
Riswandi Channel78,12/16/2022 6:33,5,positif,Mksihh untuk IBU RAHAYU GUSTINI UDAH NGASIH INFORMASI YANG JELASS????
Kiswoyo Nugroho,12/16/2022 6:49,5,positif,Makin mudah satt settt
Andy Doank,12/16/2022 7:14,5,positif,Cepat dan mudah digunakan..
Muhamad Khadafi,12/16/2022 7:20,5,positif,Bagus aplikasi y
Danni Setiawan,12/16/2022 7:32,1,negatif,Versi terbaru 1.2.0 malah bikin aplikasinya ga bisa dibuka sama sekali dan crash. Ini QA nya gimana sih?
Ryo Putra,12/16/2022 7:47,5,positif,Terbaik..
arif ngoprex,12/16/2022 9:42,5,negatif,"Setelah reset hp tidak bisa masuk,harus verifikasi tambahan ke cabang terdekat, sudah 2 x ke kantor cabang tetep saja ,belum ada solusi dari pihak bank,,,ganti hp tidak bisa juga, nakumahaaaaaaaa ieu"
Iryani Mu'arifah,12/16/2022 9:49,5,positif,Sangat suka apk nya membantu
RONAL ü??Roverü?ù Rover,12/16/2022 10:17,5,positif,sangat baik dan membantu sekali
Titiek eko,12/16/2022 10:42,3,negatif,"Sya dpt transfer an dr tgl 30 nov -16 des ,,saldonya ga nambah malah nol ,dimutasi tertera rincian tf nya brp aja pdhl , bisa2 nya saldo tetep nol trs,,bisa rugi klo bgni caranya"
Jamal Pratama,12/16/2022 10:47,5,positif,Menggunakan app livin by mandiri jadi semua akses lebih mudah dan ngga ribet lagi
febrie casper,12/16/2022 11:05,5,positif,makin mempermudah dlm melakukan transaksi pembayarn. tmpilan yg keren..
Adnan baso Kaharuddin,12/16/2022 11:06,5,positif,Bagus banget
Dian Okta Ardianto,12/16/2022 11:22,1,negatif,Livin by mandiri ga bisa login
setiawan yugyeom,12/16/2022 11:24,5,negatif,Tolong kasih tarik tunai nominal 50.000 biar enak kaya bank sebelah
Vitan Faz,12/16/2022 11:30,5,positif,Sangat membantu
Rian Rianto,12/16/2022 11:30,3,negatif,"Ga bisa masuk ,keluar sendiri trus"
Eko Purnomo,12/16/2022 11:34,2,negatif,"Aplikasi sering error ,bisa dibuka tar mau buka selang berapa jam mau transfer atau cek saldo malah nge blank...gimana si!!"
Wahyu Said Kelana (Wahyu),12/16/2022 11:45,5,positif,Manteb lah...semua teratasi.!! Hebat.
Purnomo mo,12/16/2022 11:54,1,negatif,"Instal aplikasi dan buka tabungan online tanggal 29 November 2022 dijanjikan dapat ikupon Indomaret, sampai tgl 16 Desember gak dikirim juga ikuponnya ke nomor WA"
Edward Riusmanzai,12/16/2022 12:17,1,negatif,Apk gak jelas di pakai bbrpa minggu aja sudah error2 stiap di buka balek sendiri????????????????????????????????
Deby Saputra,12/16/2022 12:34,5,positif,Keren
amor fals,12/16/2022 13:02,2,negatif,Lupa pasworr
Andro ü??J'RAIONü?ù Grafer,12/16/2022 13:13,1,negatif,GK bisa transfer ke bank lain..payah
RAUDAH DAFA,12/16/2022 13:15,4,positif,Mantap
zani z,12/16/2022 14:07,1,negatif,nyusahin aja tiap mau pindah device harus foto muka mulu . mana kamera nya rusak jadi ga bisa log in
Nia Ramadani,12/16/2022 14:20,5,positif,Aflikasi sangat bgus
harianto grenda,12/16/2022 14:36,5,positif,"Terimakasi livin sangat membantu sekali,..."
Ahmad Damiri,12/16/2022 14:55,5,positif,Oke
cicilia triani,12/16/2022 15:00,1,negatif,"Ketiga hp sioamiku tdk dpat membuka apk ini,pdhal sudah androit 9 ,sgt menjengkelkan sekali !!!!!!"
WIASTU STORE,12/16/2022 15:12,5,positif,Memudah transaksi....sangat membantu
Dani A,12/16/2022 15:49,4,negatif,"pembayaran qr suka ngelag, tolong perbaiki bugnya dong dev.. terima kasih ???è??è?"
Sulistiyanto Anto,12/16/2022 16:04,1,negatif,Sangat mengecewakan sekali
Mia Syari,12/16/2022 16:07,1,negatif,"Tolong diperbaiki aplikasi nya, lebih mudah penggunaan livin yg biru daripada yg kuning ini sering banget gangguan"
Eng Romas,12/16/2022 17:45,2,negatif,Sedikit heran klu malam susah terhubung masa hampir setiap hari gini....transaksi jd terganggu
Misdi. Cab52,12/16/2022 17:51,1,negatif,gila gw cuma salah masukin sandi 2x langsung ke blokir udh masukin no rek sama tgl tahun msih aja gk bisa
